,task_id,photo_id,photo_type,segment_num,segment_type,segment_value
546,84076477_fc57_4384_8a83_70eee7385868,1007863,УФ,2,Свечение,Насыщенное
547,84076477_fc57_4384_8a83_70eee7385868,1007863,УФ,3,Свечение,Отсутствует
548,84076477_fc57_4384_8a83_70eee7385868,1007863,УФ,4,Свечение,Насыщенное
549,84076477_fc57_4384_8a83_70eee7385868,1007863,УФ,5,Свечение,Отсутствует
550,84076477_fc57_4384_8a83_70eee7385868,1007863,УФ,6,Свечение,Насыщенное
551,84076477_fc57_4384_8a83_70eee7385868,1007863,УФ,7,Свечение,Отсутствует
552,84076477_fc57_4384_8a83_70eee7385868,1007863,УФ,8,Свечение,Насыщенное
553,8588344a_0112_4609_bde1_e37900fa922e,1011721,УФ,0,Свечение,Отсутствует
554,8de5f6d9_6549_44c8_a7b4_171da9c74cf4,1008169,УФ,0,Свечение,Отсутствует
555,8de5f6d9_6549_44c8_a7b4_171da9c74cf4,1008169,УФ,1,Свечение,Насыщенное
556,8de5f6d9_6549_44c8_a7b4_171da9c74cf4,1008169,УФ,2,Свечение,Отсутствует
557,8e480c59_f13b_457a_a0e0_d52bd9045579,1012465,УФ,0,Свечение,Насыщенное
558,91fcc9bf_1826_45e0_bf6b_c29480fa1012,1016945,УФ,0,Свечение,Насыщенное
559,91fcc9bf_1826_45e0_bf6b_c29480fa1012,1016945,УФ,1,Свечение,Отсутствует
560,91fcc9bf_1826_45e0_bf6b_c29480fa1012,1016945,УФ,2,Свечение,Насыщенное
561,91fcc9bf_1826_45e0_bf6b_c29480fa1012,1016945,УФ,3,Свечение,Отсутствует
562,946a5c93_6288_48ff_94a1_99d8197f98a2,1006631,УФ,0,Свечение,Насыщенное
563,a09ee802_d487_4c7b_87de_b1a98f4ebdd3,1000341,УФ,0,Свечение,Отсутствует
564,a33d0c3f_9b36_49fc_8153_29420d48e1f4,1001535,УФ,0,Свечение,Отсутствует
565,a6ea4643_8e69_4248_add8_f3cd05eb2c12,1005049,УФ,0,Свечение,Отсутствует
566,aaf569b0_ad41_4211_bb11_425d51a09c56,1015261,УФ,0,Свечение,Отсутствует
567,ad599265_c96b_4dfb_875d_f32b193aeb40,1005025,УФ,0,Свечение,Отсутствует
568,adf2e61d_5dcf_4d46_848c_79ab2f70fcf0,1006711,УФ,0,Свечение,Отсутствует
569,af7c8bff_0ede_433a_99a2_c0fcb0d9b464,1014665,УФ,0,Свечение,Карбонатное
570,af7c8bff_0ede_433a_99a2_c0fcb0d9b464,1014665,УФ,1,Свечение,Отсутствует
571,af7c8bff_0ede_433a_99a2_c0fcb0d9b464,1014665,УФ,2,Свечение,Карбонатное
572,af7c8bff_0ede_433a_99a2_c0fcb0d9b464,1014665,УФ,3,Свечение,Отсутствует
573,af7c8bff_0ede_433a_99a2_c0fcb0d9b464,1014665,УФ,4,Свечение,Карбонатное
574,af7c8bff_0ede_433a_99a2_c0fcb0d9b464,1014665,УФ,5,Свечение,Отсутствует
575,af7c8bff_0ede_433a_99a2_c0fcb0d9b464,1014665,УФ,6,Свечение,Карбонатное
576,b1dfcc60_301c_489f_be24_a22fe9ad7257,1016843,УФ,0,Свечение,Отсутствует
577,bafcb1bc_51a6_4919_903a_af0540216924,1004351,УФ,0,Свечение,Отсутствует
578,be2db935_7ccf_43c9_adf1_bfa9373b2400,1006831,УФ,0,Свечение,Отсутствует
579,be2db935_7ccf_43c9_adf1_bfa9373b2400,1006831,УФ,1,Свечение,Насыщенное
580,be2db935_7ccf_43c9_adf1_bfa9373b2400,1006831,УФ,2,Свечение,Отсутствует
581,be2db935_7ccf_43c9_adf1_bfa9373b2400,1006831,УФ,3,Свечение,Насыщенное
582,be2db935_7ccf_43c9_adf1_bfa9373b2400,1006831,УФ,4,Свечение,Отсутствует
583,be2db935_7ccf_43c9_adf1_bfa9373b2400,1006831,УФ,5,Свечение,Насыщенное
584,be2db935_7ccf_43c9_adf1_bfa9373b2400,1006831,УФ,6,Свечение,Отсутствует
585,be2db935_7ccf_43c9_adf1_bfa9373b2400,1006831,УФ,7,Свечение,Насыщенное
586,be2db935_7ccf_43c9_adf1_bfa9373b2400,1006831,УФ,8,Свечение,Отсутствует
587,be2db935_7ccf_43c9_adf1_bfa9373b2400,1006831,УФ,9,Свечение,Насыщенное
588,c0a6706f_6f6f_4037_8f7a_71e11671767f,1012449,УФ,0,Свечение,Насыщенное
589,c0a6706f_6f6f_4037_8f7a_71e11671767f,1012449,УФ,1,Свечение,Насыщенное
590,c0a6706f_6f6f_4037_8f7a_71e11671767f,1012449,УФ,2,Свечение,Насыщенное
591,c0b069f7_1d8b_441f_b628_e6e185458a92,1012131,УФ,0,Свечение,Насыщенное
592,c0b069f7_1d8b_441f_b628_e6e185458a92,1012131,УФ,1,Свечение,Отсутствует
593,c0b069f7_1d8b_441f_b628_e6e185458a92,1012131,УФ,2,Свечение,Насыщенное
594,c0b069f7_1d8b_441f_b628_e6e185458a92,1012131,УФ,3,Свечение,Отсутствует
595,c95a56d3_169c_43e0_b147_234f88b041b5,1011801,УФ,0,Свечение,Отсутствует
596,cb135bda_eb5b_4d44_9af0_6b01725143f9,1003659,УФ,0,Свечение,Отсутствует
597,d2446e29_e8a8_48b2_869b_b18ae9ad5e3a,1000867,УФ,0,Свечение,Отсутствует
598,d2446e29_e8a8_48b2_869b_b18ae9ad5e3a,1000867,УФ,1,Свечение,Насыщенное
599,d5295f06_5298_4be5_9a5c_7606a927559b,1000999,УФ,0,Свечение,Отсутствует
600,d97295d2_8951_45aa_808a_9b2abb0790ad,1014199,УФ,0,Свечение,Отсутствует
601,dccdb1c9_0681_450a_8399_73ebbbb46037,1010495,УФ,0,Свечение,Отсутствует
602,e4b44149_c1a7_441b_b35e_816e1f270ab9,1007673,УФ,0,Свечение,Насыщенное
603,ea415731_cb3a_4868_8697_af695e878b6c,1007099,УФ,0,Свечение,Отсутствует
604,ea415731_cb3a_4868_8697_af695e878b6c,1007099,УФ,1,Свечение,Карбонатное
605,ecb8302a_9fd8_459d_ad6b_c37e79e993c6,1016933,УФ,0,Свечение,Отсутствует
606,ed879b32_2afa_455c_8e14_d2719fcadfc1,1002415,УФ,0,Свечение,Насыщенное
607,ef921bf5_96a8_40c3_9b73_775c38994fbd,1006115,УФ,0,Свечение,Насыщенное
608,ef921bf5_96a8_40c3_9b73_775c38994fbd,1006115,УФ,1,Свечение,Отсутствует
609,f212671e_d886_4407_82b9_6cb153a61c3a,1002487,УФ,0,Свечение,Насыщенное
610,fab6ca26_d171_4e3d_8b9e_730d46d5ab39,1004453,УФ,0,Свечение,Отсутствует
611,fab6ca26_d171_4e3d_8b9e_730d46d5ab39,1004453,УФ,1,Свечение,Карбонатное
612,fab6ca26_d171_4e3d_8b9e_730d46d5ab39,1004453,УФ,2,Свечение,Насыщенное
613,06715ec6_726d_4e80_8363_7570677cac37,1009773,УФ,0,Свечение,Отсутствует
614,0fa306e2_f954_4820_a6e9_8913c8b6c080,1012179,УФ,0,Свечение,Отсутствует
615,1682edeb_bd0e_493c_8abb_2573518258f9,1008389,УФ,0,Свечение,Отсутствует
616,1682edeb_bd0e_493c_8abb_2573518258f9,1008389,УФ,1,Свечение,Насыщенное
617,1682edeb_bd0e_493c_8abb_2573518258f9,1008389,УФ,2,Свечение,Отсутствует
618,1682edeb_bd0e_493c_8abb_2573518258f9,1008389,УФ,3,Свечение,Насыщенное
619,1682edeb_bd0e_493c_8abb_2573518258f9,1008389,УФ,4,Свечение,Насыщенное
620,1682edeb_bd0e_493c_8abb_2573518258f9,1008389,УФ,5,Свечение,Насыщенное
621,1d844552_2be8_4294_9c08_75849af745de,1007657,УФ,0,Свечение,Насыщенное
622,1d844552_2be8_4294_9c08_75849af745de,1007657,УФ,1,Свечение,Насыщенное
623,1d844552_2be8_4294_9c08_75849af745de,1007657,УФ,2,Свечение,Насыщенное
624,1d844552_2be8_4294_9c08_75849af745de,1007657,УФ,3,Свечение,Насыщенное
625,28cb21fb_a21e_4aff_967f_c6d53bc1f863,1000879,УФ,0,Свечение,Отсутствует
626,2b8ec603_938b_4186_a01f_28d4f3456195,1015923,УФ,0,Свечение,Отсутствует
627,36d78899_1e86_4a56_8b1a_e1723ac01d51,1013033,УФ,0,Свечение,Насыщенное
628,36d78899_1e86_4a56_8b1a_e1723ac01d51,1013033,УФ,1,Свечение,Отсутствует
629,398fffd7_05ad_4df3_a3b2_33bd24ec0cc9,1001929,УФ,0,Свечение,Отсутствует
630,3cd72676_c619_4b85_9ccc_7d47bb4e9bcb,1006833,УФ,0,Свечение,Насыщенное
631,3cd72676_c619_4b85_9ccc_7d47bb4e9bcb,1006833,УФ,1,Свечение,Отсутствует
632,3cd72676_c619_4b85_9ccc_7d47bb4e9bcb,1006833,УФ,2,Свечение,Насыщенное
633,3cd72676_c619_4b85_9ccc_7d47bb4e9bcb,1006833,УФ,3,Свечение,Отсутствует
634,3cd72676_c619_4b85_9ccc_7d47bb4e9bcb,1006833,УФ,4,Свечение,Насыщенное
635,3cd72676_c619_4b85_9ccc_7d47bb4e9bcb,1006833,УФ,5,Свечение,Отсутствует
636,3cd72676_c619_4b85_9ccc_7d47bb4e9bcb,1006833,УФ,6,Свечение,Насыщенное
637,3cd72676_c619_4b85_9ccc_7d47bb4e9bcb,1006833,УФ,7,Свечение,Отсутствует
638,3cd72676_c619_4b85_9ccc_7d47bb4e9bcb,1006833,УФ,8,Свечение,Насыщенное
639,3cd72676_c619_4b85_9ccc_7d47bb4e9bcb,1006833,УФ,9,Свечение,Отсутствует
640,3cd72676_c619_4b85_9ccc_7d47bb4e9bcb,1006833,УФ,10,Свечение,Насыщенное
641,3cd72676_c619_4b85_9ccc_7d47bb4e9bcb,1006833,УФ,11,Свечение,Отсутствует
642,3cd72676_c619_4b85_9ccc_7d47bb4e9bcb,1006833,УФ,12,Свечение,Насыщенное
643,3cd72676_c619_4b85_9ccc_7d47bb4e9bcb,1006833,УФ,13,Свечение,Отсутствует
644,3cd72676_c619_4b85_9ccc_7d47bb4e9bcb,1006833,УФ,14,Свечение,Насыщенное
645,41bebc85_f394_479f_872f_de46042f4c2d,1001641,УФ,0,Свечение,Отсутствует
646,484ac815_0d52_4b57_a7c2_9c4b651f5b54,1003285,УФ,0,Свечение,Насыщенное
647,4df8d10f_f00e_4c31_bd5b_8825be5aeca4,1011875,УФ,0,Свечение,Отсутствует
648,52a49476_1422_4973_8a74_faf2feb34b2e,1013921,УФ,0,Свечение,Насыщенное
649,52a49476_1422_4973_8a74_faf2feb34b2e,1013921,УФ,1,Свечение,Насыщенное
650,52a49476_1422_4973_8a74_faf2feb34b2e,1013921,УФ,2,Свечение,Насыщенное
651,5626fdaf_248f_4389_9863_0276669bc74d,1014599,УФ,0,Свечение,Отсутствует
652,5a020a94_fbed_4d2b_8414_7c864f2aaabb,1012543,УФ,0,Свечение,Отсутствует
653,5a020a94_fbed_4d2b_8414_7c864f2aaabb,1012543,УФ,1,Свечение,Насыщенное
654,5b7ba516_7d5a_4060_b459_cd69ad8636f0,1015097,УФ,0,Свечение,Отсутствует
655,5f889d9c_a825_4e66_8d45_0296c950dcee,1012571,УФ,0,Свечение,Насыщенное
656,669c2da6_7af2_4947_8b94_9bffe9b3dfff,1016571,УФ,0,Свечение,Отсутствует
657,669c2da6_7af2_4947_8b94_9bffe9b3dfff,1016571,УФ,1,Свечение,Насыщенное
658,669c2da6_7af2_4947_8b94_9bffe9b3dfff,1016571,УФ,2,Свечение,Отсутствует
659,6b5b4e1a_769b_4a03_a63b_fac1f082254b,1004437,УФ,0,Свечение,Насыщенное
660,6b5b4e1a_769b_4a03_a63b_fac1f082254b,1004437,УФ,1,Свечение,Отсутствует
661,6b5b4e1a_769b_4a03_a63b_fac1f082254b,1004437,УФ,2,Свечение,Насыщенное
662,6b5b4e1a_769b_4a03_a63b_fac1f082254b,1004437,УФ,3,Свечение,Отсутствует
663,6b5b4e1a_769b_4a03_a63b_fac1f082254b,1004437,УФ,4,Свечение,Насыщенное
664,6b5b4e1a_769b_4a03_a63b_fac1f082254b,1004437,УФ,5,Свечение,Отсутствует
665,6b5b4e1a_769b_4a03_a63b_fac1f082254b,1004437,УФ,6,Свечение,Насыщенное
666,6ce62362_5f63_4f6c_954d_540817fe6151,1007221,УФ,0,Свечение,Отсутствует
667,79bbe410_cf2e_419b_86eb_68c2cede4b3a,1000685,УФ,0,Свечение,Насыщенное
668,79bbe410_cf2e_419b_86eb_68c2cede4b3a,1000685,УФ,1,Свечение,Отсутствует
669,7edadb15_dc46_4e93_a42d_1e3834971062,1010231,УФ,0,Свечение,Отсутствует
670,9dab433d_c756_4598_a89b_85713d65c9a5,1005503,УФ,0,Свечение,Отсутствует
671,b076b924_db35_415b_a5a7_daddc50fc5ae,1008119,УФ,0,Свечение,Отсутствует
672,b264598d_9f50_4632_b833_25a90ac8d0e8,1015597,УФ,0,Свечение,Отсутствует
673,b264598d_9f50_4632_b833_25a90ac8d0e8,1015597,УФ,1,Свечение,Насыщенное
674,b264598d_9f50_4632_b833_25a90ac8d0e8,1015597,УФ,2,Свечение,Отсутствует
675,b264598d_9f50_4632_b833_25a90ac8d0e8,1015597,УФ,3,Свечение,Насыщенное
676,b264598d_9f50_4632_b833_25a90ac8d0e8,1015597,УФ,4,Свечение,Отсутствует
677,b264598d_9f50_4632_b833_25a90ac8d0e8,1015597,УФ,5,Свечение,Насыщенное
678,b264598d_9f50_4632_b833_25a90ac8d0e8,1015597,УФ,6,Свечение,Отсутствует
679,c77b3aa6_0dcc_4645_aec5_21ff473cafb1,1003847,УФ,0,Свечение,Отсутствует
680,c853e76b_cec6_4a68_8c64_0bc5f7277768,1015671,УФ,0,Свечение,Насыщенное
681,cb786892_edcf_4d39_89a0_75c24d92009c,1005083,УФ,0,Свечение,Отсутствует
682,cb786892_edcf_4d39_89a0_75c24d92009c,1005083,УФ,1,Свечение,Карбонатное
683,cc6893e1_2161_4350_8994_52e7ee6fd50c,1007187,УФ,0,Свечение,Отсутствует
684,d33c6b60_6c3e_4bdb_ac83_507a16800541,1005005,УФ,0,Свечение,Отсутствует
685,d5ec1811_cada_4558_aa4e_82e638064d58,1007693,УФ,0,Свечение,Насыщенное
686,de6880a2_97e0_4496_8b94_8be587ee0337,1007121,УФ,0,Свечение,Отсутствует
687,de6880a2_97e0_4496_8b94_8be587ee0337,1007121,УФ,1,Свечение,Карбонатное
688,de6880a2_97e0_4496_8b94_8be587ee0337,1007121,УФ,2,Свечение,Отсутствует
689,de6880a2_97e0_4496_8b94_8be587ee0337,1007121,УФ,3,Свечение,Карбонатное
690,de6880a2_97e0_4496_8b94_8be587ee0337,1007121,УФ,4,Свечение,Отсутствует
691,de6880a2_97e0_4496_8b94_8be587ee0337,1007121,УФ,5,Свечение,Карбонатное
692,de6880a2_97e0_4496_8b94_8be587ee0337,1007121,УФ,6,Свечение,Карбонатное
693,de6880a2_97e0_4496_8b94_8be587ee0337,1007121,УФ,7,Свечение,Отсутствует
694,f0f4d5f2_5264_409f_a8a7_dcc143f6c479,1006975,УФ,0,Свечение,Отсутствует
695,04493752_3d96_4eb2_8e41_0e2bda19dd7f,1002493,УФ,0,Свечение,Насыщенное
696,d877d9b7_bd37_44dc_8737_3f8eeeffb113,1012773,УФ,0,Свечение,Отсутствует
697,d877d9b7_bd37_44dc_8737_3f8eeeffb113,1012773,УФ,1,Свечение,Карбонатное
698,e1bece89_4b78_4993_ad36_14dfb30426c1,1007103,УФ,0,Свечение,Отсутствует
699,e1bece89_4b78_4993_ad36_14dfb30426c1,1007103,УФ,1,Свечение,Карбонатное
700,e1bece89_4b78_4993_ad36_14dfb30426c1,1007103,УФ,2,Свечение,Отсутствует
701,e1bece89_4b78_4993_ad36_14dfb30426c1,1007103,УФ,3,Свечение,Карбонатное
702,e1bece89_4b78_4993_ad36_14dfb30426c1,1007103,УФ,4,Свечение,Отсутствует
703,006de91a_f0a7_4340_9ba3_7a6a6814f175,1006719,УФ,0,Свечение,Отсутствует
704,015d7f7d_1523_4976_9a44_0f6d4b3f9b4e,1015433,УФ,0,Свечение,Отсутствует
705,02ba42a1_d722_42a3_aa0b_ec6d0f44dc07,1008199,УФ,0,Свечение,Насыщенное
706,02ba42a1_d722_42a3_aa0b_ec6d0f44dc07,1008199,УФ,1,Свечение,Отсутствует
707,02ba42a1_d722_42a3_aa0b_ec6d0f44dc07,1008199,УФ,2,Свечение,Насыщенное
708,02ba42a1_d722_42a3_aa0b_ec6d0f44dc07,1008199,УФ,3,Свечение,Отсутствует
709,02ba42a1_d722_42a3_aa0b_ec6d0f44dc07,1008199,УФ,4,Свечение,Насыщенное
710,0332f710_1bec_4f53_a48a_b7af9bdb7348,1016171,УФ,0,Свечение,Насыщенное
711,0332f710_1bec_4f53_a48a_b7af9bdb7348,1016171,УФ,1,Свечение,Насыщенное
712,0332f710_1bec_4f53_a48a_b7af9bdb7348,1016171,УФ,2,Свечение,Насыщенное
713,0332f710_1bec_4f53_a48a_b7af9bdb7348,1016171,УФ,3,Свечение,Отсутствует
714,0332f710_1bec_4f53_a48a_b7af9bdb7348,1016171,УФ,4,Свечение,Насыщенное
715,034b8dc8_5667_4a2d_ab5a_63dc3e18298a,1016839,УФ,0,Свечение,Отсутствует
716,052ad257_c683_44d9_be5e_bdb9102293de,1014197,УФ,0,Свечение,Отсутствует
717,052ad257_c683_44d9_be5e_bdb9102293de,1014197,УФ,1,Свечение,Насыщенное
718,052ad257_c683_44d9_be5e_bdb9102293de,1014197,УФ,2,Свечение,Отсутствует
719,052ad257_c683_44d9_be5e_bdb9102293de,1014197,УФ,3,Свечение,Насыщенное
720,052ad257_c683_44d9_be5e_bdb9102293de,1014197,УФ,4,Свечение,Насыщенное
721,052ad257_c683_44d9_be5e_bdb9102293de,1014197,УФ,5,Свечение,Отсутствует
722,052ad257_c683_44d9_be5e_bdb9102293de,1014197,УФ,6,Свечение,Насыщенное
723,052ad257_c683_44d9_be5e_bdb9102293de,1014197,УФ,7,Свечение,Отсутствует
724,076ddf05_00c8_4941_87ec_c05750134548,1010085,УФ,0,Свечение,Насыщенное
725,076ddf05_00c8_4941_87ec_c05750134548,1010085,УФ,1,Свечение,Отсутствует
726,076ddf05_00c8_4941_87ec_c05750134548,1010085,УФ,2,Свечение,Насыщенное
727,0b4387fc_8282_4a6a_83df_780d54abb7df,1012919,УФ,0,Свечение,Насыщенное
728,0b4387fc_8282_4a6a_83df_780d54abb7df,1012919,УФ,1,Свечение,Отсутствует
729,0eac3d2f_95dd_43c1_aebf_cb74927c05b7,1009577,УФ,0,Свечение,Насыщенное
730,0f27b2f3_393c_4439_9495_5652232c1935,1016897,УФ,0,Свечение,Отсутствует
731,0f27e09d_bc07_42ab_9144_23b552761be9,1006957,УФ,0,Свечение,Отсутствует
732,0f27e09d_bc07_42ab_9144_23b552761be9,1006957,УФ,1,Свечение,Насыщенное
733,0f27e09d_bc07_42ab_9144_23b552761be9,1006957,УФ,2,Свечение,Отсутствует
734,0f27e09d_bc07_42ab_9144_23b552761be9,1006957,УФ,3,Свечение,Насыщенное
735,0f27e09d_bc07_42ab_9144_23b552761be9,1006957,УФ,4,Свечение,Отсутствует
736,18baef48_bcf0_4708_868c_8c67c586fbef,1004661,УФ,0,Свечение,Отсутствует
737,152994ae_d527_45a7_ab77_39bd4d275225,1006171,УФ,0,Свечение,Отсутствует
738,152994ae_d527_45a7_ab77_39bd4d275225,1006171,УФ,1,Свечение,Насыщенное
739,1894ea48_4e08_41f5_89db_3c25fd0ba1b9,1005573,УФ,0,Свечение,Отсутствует
740,1894ea48_4e08_41f5_89db_3c25fd0ba1b9,1005573,УФ,1,Свечение,Насыщенное
741,1894ea48_4e08_41f5_89db_3c25fd0ba1b9,1005573,УФ,2,Свечение,Отсутствует
742,1894ea48_4e08_41f5_89db_3c25fd0ba1b9,1005573,УФ,3,Свечение,Отсутствует
743,18fbf508_d58e_4d87_b1a6_14fe0e83e931,1004907,УФ,0,Свечение,Отсутствует
744,1942dc96_9897_443e_bcc4_ea8c7613d5e5,1011659,УФ,0,Свечение,Отсутствует
745,2d0e57c5_524d_437e_8128_9104667e7579,1005533,УФ,0,Свечение,Отсутствует
746,2d0e57c5_524d_437e_8128_9104667e7579,1005533,УФ,1,Свечение,Насыщенное
747,2d0e57c5_524d_437e_8128_9104667e7579,1005533,УФ,2,Свечение,Отсутствует
748,2d0e57c5_524d_437e_8128_9104667e7579,1005533,УФ,3,Свечение,Карбонатное
749,2d0e57c5_524d_437e_8128_9104667e7579,1005533,УФ,4,Свечение,Отсутствует
750,36b02311_e128_4faa_a903_a01894444d2e,1008215,УФ,0,Свечение,Насыщенное
751,36b02311_e128_4faa_a903_a01894444d2e,1008215,УФ,1,Свечение,Отсутствует
752,36b02311_e128_4faa_a903_a01894444d2e,1008215,УФ,2,Свечение,Насыщенное
753,36b02311_e128_4faa_a903_a01894444d2e,1008215,УФ,3,Свечение,Отсутствует
754,6733f908_5c1e_4f76_8ca0_9be38704ef90,1007779,УФ,0,Свечение,Насыщенное
755,6733f908_5c1e_4f76_8ca0_9be38704ef90,1007779,УФ,1,Свечение,Насыщенное
756,6733f908_5c1e_4f76_8ca0_9be38704ef90,1007779,УФ,2,Свечение,Отсутствует
757,6733f908_5c1e_4f76_8ca0_9be38704ef90,1007779,УФ,3,Свечение,Насыщенное
758,6733f908_5c1e_4f76_8ca0_9be38704ef90,1007779,УФ,4,Свечение,Отсутствует
759,6a676911_75a9_4181_a21a_515d93729394,1016149,УФ,0,Свечение,Отсутствует
760,6bd100bd_1d13_4664_8067_b077eb5fda33,1013847,УФ,0,Свечение,Отсутствует
761,3f9391b0_005b_44fa_bf38_a064ebeea530,1005479,УФ,0,Свечение,Отсутствует
762,4495e474_4ca3_414c_ab61_c94b8fa254e9,1014183,УФ,0,Свечение,Карбонатное
763,49bf7398_62a4_4ba6_a281_e8636c0f1bcf,1015113,УФ,0,Свечение,Отсутствует
764,4b1bf020_d9da_429c_92f2_56b3b5e685be,1008505,УФ,0,Свечение,Отсутствует
765,4b1bf020_d9da_429c_92f2_56b3b5e685be,1008505,УФ,1,Свечение,Насыщенное
766,4b1bf020_d9da_429c_92f2_56b3b5e685be,1008505,УФ,2,Свечение,Отсутствует
767,4b1bf020_d9da_429c_92f2_56b3b5e685be,1008505,УФ,3,Свечение,Насыщенное
768,4b1bf020_d9da_429c_92f2_56b3b5e685be,1008505,УФ,4,Свечение,Отсутствует
769,4b1bf020_d9da_429c_92f2_56b3b5e685be,1008505,УФ,5,Свечение,Насыщенное
770,4b1bf020_d9da_429c_92f2_56b3b5e685be,1008505,УФ,6,Свечение,Отсутствует
771,4b1bf020_d9da_429c_92f2_56b3b5e685be,1008505,УФ,7,Свечение,Насыщенное
772,4b1bf020_d9da_429c_92f2_56b3b5e685be,1008505,УФ,8,Свечение,Отсутствует
773,4b1bf020_d9da_429c_92f2_56b3b5e685be,1008505,УФ,9,Свечение,Насыщенное
774,4b1bf020_d9da_429c_92f2_56b3b5e685be,1008505,УФ,10,Свечение,Отсутствует
775,5dcba861_0878_4615_a88d_336fbb7e3862,1004853,УФ,0,Свечение,Отсутствует
776,5eea89d8_46e7_466a_a35c_6e45f3a363b2,1016835,УФ,0,Свечение,Отсутствует
777,5eea89d8_46e7_466a_a35c_6e45f3a363b2,1016835,УФ,1,Свечение,Карбонатное
778,6199be8d_79e7_47d2_bd55_58574c173bc5,1011799,УФ,0,Свечение,Отсутствует
779,7e64f641_d8e8_4d1d_8959_483bafea9ce8,1010117,УФ,0,Свечение,Насыщенное
780,95821670_0401_4d59_abb8_a52fe2a8f860,1002729,УФ,0,Свечение,Насыщенное
781,85656ca9_bf3e_4f03_9403_9b193bdd7747,1013647,УФ,0,Свечение,Насыщенное
782,87e6cebc_d60d_4cf2_aa38_3539cac0622b,1016957,УФ,0,Свечение,Отсутствует
783,9b62ba3c_082a_4c28_bf5c_295f3d061392,1003655,УФ,0,Свечение,Отсутствует
784,9f7e9ae5_aaa8_4ec0_927a_91b0ed8c5c50,1016037,УФ,0,Свечение,Отсутствует
785,9f7e9ae5_aaa8_4ec0_927a_91b0ed8c5c50,1016037,УФ,1,Свечение,Насыщенное
786,9f7e9ae5_aaa8_4ec0_927a_91b0ed8c5c50,1016037,УФ,2,Свечение,Насыщенное
787,9f7e9ae5_aaa8_4ec0_927a_91b0ed8c5c50,1016037,УФ,3,Свечение,Отсутствует
788,9f7e9ae5_aaa8_4ec0_927a_91b0ed8c5c50,1016037,УФ,4,Свечение,Насыщенное
789,b3bab27f_036f_47de_8eae_beb611468c5a,1007617,УФ,0,Свечение,Отсутствует
790,bf1cf817_854b_4c88_b7ab_8baa2f59e22f,1003067,УФ,0,Свечение,Насыщенное
791,d81d9fcf_4c22_4888_964c_07174e7d0a23,1013339,УФ,0,Свечение,Насыщенное
792,e156c270_2360_4b4b_a8fb_5fe6d86836e6,1006731,УФ,0,Свечение,Отсутствует
793,b3c5da27_0f8c_4d79_8aaa_5ca4ff3226bb,1004427,УФ,0,Свечение,Отсутствует
794,b3c5da27_0f8c_4d79_8aaa_5ca4ff3226bb,1004427,УФ,1,Свечение,Отсутствует
795,b3c5da27_0f8c_4d79_8aaa_5ca4ff3226bb,1004427,УФ,2,Свечение,Насыщенное
796,b3c5da27_0f8c_4d79_8aaa_5ca4ff3226bb,1004427,УФ,3,Свечение,Отсутствует
797,b3c5da27_0f8c_4d79_8aaa_5ca4ff3226bb,1004427,УФ,4,Свечение,Насыщенное
798,cda872e7_493b_4c89_b56d_1d29823fe63b,1013653,УФ,0,Свечение,Насыщенное
799,cda872e7_493b_4c89_b56d_1d29823fe63b,1013653,УФ,1,Свечение,Насыщенное
800,d8709718_52b6_4065_befe_1cc6e275a939,1013593,УФ,0,Свечение,Отсутствует
801,d8709718_52b6_4065_befe_1cc6e275a939,1013593,УФ,1,Свечение,Карбонатное
802,e6d7c3dd_72c1_49ee_92ac_bcd9acaa5036,1004657,УФ,0,Свечение,Отсутствует
803,e6d7c3dd_72c1_49ee_92ac_bcd9acaa5036,1004657,УФ,1,Свечение,Карбонатное
804,e6d7c3dd_72c1_49ee_92ac_bcd9acaa5036,1004657,УФ,2,Свечение,Отсутствует
805,f7c164c8_e549_4dd0_bc33_a3a7817c6a9d,1004851,УФ,0,Свечение,Отсутствует
806,fab4346c_2c37_40bf_931b_748c120ab1dd,1001453,УФ,0,Свечение,Отсутствует
807,fbe0b9e7_2a85_4a0f_b871_9c3eccbe7188,1000961,УФ,0,Свечение,Отсутствует
808,56cd6b07_e2e3_498e_b752_17dfe79cc2bc,1011749,УФ,0,Свечение,Отсутствует
809,62798bb5_6f33_48aa_9077_e4ce74d70068,1005611,УФ,0,Свечение,Отсутствует
810,62798bb5_6f33_48aa_9077_e4ce74d70068,1005611,УФ,1,Свечение,Карбонатное
811,62798bb5_6f33_48aa_9077_e4ce74d70068,1005611,УФ,2,Свечение,Отсутствует
812,62798bb5_6f33_48aa_9077_e4ce74d70068,1005611,УФ,3,Свечение,Карбонатное
813,62798bb5_6f33_48aa_9077_e4ce74d70068,1005611,УФ,4,Свечение,Карбонатное
814,62798bb5_6f33_48aa_9077_e4ce74d70068,1005611,УФ,5,Свечение,Отсутствует
815,6335d344_2a57_4d72_a564_4c928ac9cefd,1003059,УФ,0,Свечение,Насыщенное
816,66bbd1a1_f190_4296_b490_2f792b60dcfe,1003119,УФ,0,Свечение,Отсутствует
817,66bbd1a1_f190_4296_b490_2f792b60dcfe,1003119,УФ,1,Свечение,Насыщенное
818,66bbd1a1_f190_4296_b490_2f792b60dcfe,1003119,УФ,2,Свечение,Отсутствует
819,95602063_1521_4423_8bb2_15129259509e,1005395,УФ,0,Свечение,Отсутствует
